0 -0.754701 -0.656069 
11 -0.533686 -0.845682 
14 -0.484213 -0.87495 
13 -0.0417242 -0.999129 
19 0.00371557 -0.999993 
21 0.303909 -0.952701 
22 0.35676 -0.934196 
20 0.372012 -0.928228 
3 0.410058 -0.912059 
1 0.459299 -0.888282 
6 0.552096 -0.833781 
29 0.626571 -0.779364 
18 0.863731 0.503953 
28 0.837711 0.546114 
26 0.531528 0.847041 
4 0.312037 0.95007 
16 0.233619 0.972328 
24 0.154538 0.987987 
12 -0.0135474 0.999908 
2 -0.0457706 0.998952 
15 -0.0564068 0.998408 
5 -0.257007 0.966409 
8 -0.441534 0.897245 
27 -0.54778 0.836622 
7 -0.663351 0.748309 
23 -0.75808 0.652161 
10 -0.870714 0.491789 
9 -0.965397 0.260786 
25 -0.894478 -0.447111 
17 -0.832092 -0.554637 
30 -0.754701 -0.656069
