1 5.10197
51 3.79488
101 3.68032
151 3.14847
201 2.56056
251 2.43845
301 2.35584
351 2.04836
401 1.8704
451 1.79558
501 1.76848
551 1.73692
601 1.73969
651 1.73313
701 1.82845
751 1.8136
801 1.84298
851 1.80956
901 1.8249
951 1.80708
1001 1.78981
1051 1.81108
1101 1.77322
1151 1.70689
1201 1.71683
1251 1.65249
1301 1.64492
1351 1.61766
1401 1.65059
1451 1.58777
1501 1.58226
1551 1.59433
1601 1.58978
1651 1.47654
1701 1.45007
1751 1.42403
1801 1.53576
1851 1.4561
1901 1.53417
1951 1.47935
2001 1.46353
2051 1.50485
2101 1.47637
2151 1.47339
2201 1.41259
2251 1.43773
2301 1.44649
2351 1.43659
2401 1.42046
2451 1.45148
2501 1.48101
2551 1.28519
2601 1.32767
2651 1.28038
2701 1.3022
2751 1.34303
2801 1.38588
2851 1.34168
2901 1.33301
2951 1.37851
3001 1.32832
3051 1.32905
3101 1.34174
3151 1.35883
3201 1.33299
3251 1.31293
3301 1.30781
3351 1.31927
3401 1.3055
3451 1.40069
3501 1.32191
3551 1.32399
3601 1.304
3651 1.29839
3701 1.28701
3751 1.30148
3801 1.31932
3851 1.30408
3901 1.29391
3951 1.30562
4001 1.27987
4051 1.29052
4101 1.36608
4151 1.26782
4201 1.30046
4251 1.32617
4301 1.29028
4351 1.28433
4401 1.30596
4451 1.32527
4501 1.30713
4551 1.28138
4601 1.28706
4651 1.28703
4701 1.29507
4751 1.31603
4801 1.31208
4851 1.26098
4901 1.28993
4951 1.28881
5001 1.28223
5051 1.28382
5101 1.28563
5151 1.28247
5201 1.27754
5251 1.11515
5301 1.10981
5351 1.1385
5401 1.11759
5451 1.09933
5501 1.17055
5551 1.0831
5601 1.04967
5651 1.05699
5701 1.11843
5751 1.07103
5801 1.10868
5851 1.05795
5901 1.0309
5951 1.06457
6001 1.0431
6051 1.03459
6101 1.05455
6151 1.09841
6201 1.07872
6251 1.0117
6301 1.08339
6351 1.02383
6401 1.01602
6451 1.03484
6501 1.02842
6551 1.02662
6601 1.01339
6651 1.0392
6701 1.10229
6751 1.05597
6801 1.03209
6851 1.01742
6901 1.03253
6951 1.05363
7001 1.06118
7051 1.05869
7101 1.0147
7151 1.04495
7201 1.05172
7251 1.04031
7301 1.03809
7351 1.06969
7401 1.07335
7451 1.07154
7501 1.04029
7551 1.01746
7601 1.0527
7651 1.05572
7701 1.03339
7751 1.00493
7801 1.08427
7851 1.05439
7901 1.03065
7951 1.03388
8001 1.07559
8051 1.01511
8101 1.03814
8151 1.03302
8201 1.03964
8251 1.02543
8301 1.02333
8351 1.03127
8401 1.03301
8451 1.03076
8501 1.03949
8551 1.0346
8601 0.997978
8651 1.01288
8701 1.03784
8751 1.04684
8801 1.00436
8851 1.03951
8901 1.06034
8951 1.02113
9001 1.07477
9051 1.08764
9101 1.04373
9151 1.05273
9201 1.02191
9251 1.02036
9301 1.03018
9351 1.04933
9401 1.06548
9451 1.04221
9501 1.01256
9551 1.11658
9601 1.05994
9651 1.05719
9701 1.07518
9751 1.03597
9801 1.07045
9851 1.04945
9901 1.05689
9951 1.09909
10001 1.01359
10051 1.05248
10101 1.03284
10151 1.05991
10201 1.0447
10251 1.03084
10301 0.998674
10351 1.03338
10401 1.03766
10451 1.05396
10501 1.01795
10551 1.13471
10601 1.04189
10651 1.00747
10701 1.02722
10751 1.0085
10801 1.01487
10851 1.04578
10901 1.01959
10951 1.02166
11001 1.07951
11051 1.21168
11101 1.17969
11151 1.09142
11201 1.01547
11251 1.01928
11301 1.01767
11351 1.03113
11401 1.07278
11451 1.01585
11501 1.01254
11551 1.0325
11601 1.02847
11651 1.03568
11701 1.03862
11751 1.0072
11801 1.0581
11851 1.04127
11901 1.06355
11951 1.04728
12001 1.04345
12051 1.01905
12101 1.01131
12151 1.02548
12201 1.03008
12251 1.02726
12301 1.01733
12351 1.0369
