1 13.7477
51 6.30806
101 5.78742
151 5.53064
201 5.52857
251 5.76044
301 5.63051
351 5.49252
401 5.76279
451 5.49339
501 5.46614
551 5.53473
601 5.31931
651 5.39712
701 5.35174
751 5.53397
801 5.43628
851 5.34782
901 5.23801
951 5.36004
1001 5.69714
1051 5.58432
1101 5.59951
1151 5.29842
1201 5.25369
1251 4.94169
1301 5.02565
1351 4.57636
1401 4.70489
1451 4.83784
1501 4.77345
1551 4.17651
1601 4.49136
1651 4.40068
1701 4.50228
1751 4.05962
1801 4.17211
1851 4.12365
1901 4.46016
1951 4.30796
2001 4.31558
2051 4.355
2101 4.05836
2151 4.01766
2201 4.27881
2251 4.26266
2301 4.17529
2351 4.51659
2401 4.07265
2451 4.41019
2501 4.19269
2551 4.03916
2601 4.07666
2651 4.12708
2701 4.35273
2751 4.40947
2801 4.18504
2851 4.37519
2901 4.07855
2951 4.57475
3001 4.29715
3051 3.72444
3101 4.04784
3151 4.16091
3201 4.03844
3251 3.96207
3301 3.90065
3351 3.91836
3401 3.87634
3451 3.89298
3501 4.22599
3551 3.74838
3601 4.10495
3651 3.95505
3701 3.85666
3751 3.85576
3801 4.21228
3851 3.78715
3901 3.72871
3951 4.00503
4001 3.84192
4051 3.63456
4101 3.88601
4151 3.92612
4201 3.76069
4251 3.99155
4301 4.28607
4351 3.84079
4401 3.96733
4451 3.98108
4501 3.90633
4551 4.06373
4601 3.99985
4651 4.04396
4701 3.72076
4751 3.79908
4801 3.8419
4851 3.71457
4901 4.26055
4951 3.84727
5001 4.05243
5051 4.09783
5101 3.90105
5151 3.92016
5201 3.9404
5251 4.02697
5301 3.69306
5351 3.97546
5401 4.1384
5451 3.68001
5501 3.84353
5551 3.75093
5601 4.09809
5651 3.88865
5701 3.86283
5751 3.90189
5801 3.78956
5851 4.02758
5901 3.98855
5951 3.74499
6001 3.87746
6051 4.12842
6101 3.92732
6151 3.92373
6201 3.94234
6251 3.88463
6301 3.96531
6351 3.96847
6401 4.04299
6451 4.04685
6501 3.71074
6551 4.01179
6601 3.84507
6651 4.05688
6701 3.94927
