0 -0.248961 0.0159461
1 -0.247835 0.0160716
2 -0.248377 0.0161971
3 -0.248049 0.0162758
4 -0.247891 0.0160558
5 -0.247485 0.0158103
6 -0.24868 0.0157139
7 -0.247487 0.0155971
8 -0.247613 0.0155067
9 -0.248278 0.0154968
10 -0.247726 0.0157305
11 -0.247328 0.0159516
12 -0.247725 0.0159684
13 -0.247949 0.0158831
14 -0.248951 0.0156584
15 -0.249899 0.0159747
16 -0.249993 0.0158455
17 -0.249286 0.0156895
18 -0.249901 0.0154828
19 -0.250245 0.0154849
20 -0.250775 0.0158454
21 -0.251587 0.0157297
22 -0.251479 0.0156455
23 -0.252427 0.0156836
24 -0.252573 0.0158228
25 -0.253121 0.0161335
26 -0.253556 0.016393
27 -0.252477 0.0163659
28 -0.253001 0.016541
29 -0.252005 0.0166763
30 -0.250955 0.016451
31 -0.250605 0.0163454
32 -0.252027 0.0161446
33 -0.252206 0.0162317
34 -0.252619 0.0161035
35 -0.253014 0.015784
36 -0.254347 0.0154281
37 -0.254713 0.0155856
38 -0.254089 0.0155367
39 -0.255296 0.0158533
40 -0.255438 0.0158942
41 -0.255111 0.0160698
42 -0.256069 0.0161267
43 -0.256329 0.0162478
44 -0.256366 0.0160645
45 -0.25763 0.0158301
46 -0.257822 0.0155527
47 -0.258269 0.0155928
48 -0.258015 0.0156607
49 -0.259514 0.0158844
50 -0.260811 0.0161642
51 -0.261317 0.0161363
52 -0.262718 0.0162062
53 -0.26143 0.0165223
54 -0.261455 0.0166172
55 -0.259451 0.0165186
56 -0.258981 0.0162388
57 -0.25973 0.0164635
58 -0.258193 0.0163623
59 -0.25773 0.0164325
60 -0.256993 0.016216
61 -0.256843 0.016361
62 -0.257195 0.0164581
63 -0.257495 0.0166421
64 -0.256688 0.0167306
65 -0.255846 0.0171041
66 -0.255421 0.0172177
67 -0.255832 0.0167403
68 -0.255319 0.0169217
69 -0.256124 0.017001
70 -0.256956 0.0165813
71 -0.257617 0.0168491
72 -0.258044 0.0169342
